171660000000013191	-39713841758063884	0
171660000000011384	-50222600563295765	0
171660000000009392	-50222600563295765	0
171660000000000907	225757903442360890	0
171660000000009482	225757903442360890	0
171660000000006041	298043947303144390	0
171660000000008227	298043947303144390	0
171660000000004909	-468471121519329619	0
171660000000006327	-468471121519329619	0
171660000000003909	-414713109741733237	0
171660000000010321	-414713109741733237	0
171660000000015357	-412301713514905024	0
171660000000014710	-412301713514905024	0
171660000000003819	-176624457806525171	0
171660000000007432	-176624457806525171	0
171660000000011943	-436556543590101833	0
171660000000012186	-436556543590101833	0
171660000000012211	-436556543590101833	0
171660000000000703	55217515335129339	0
171660000000009064	55217515335129339	0
171660000000004386	-123045136349730759	0
171660000000010297	-123045136349730759	0
171660000000015598	-101314701717289662	0
171660000000014894	-101314701717289662	0
171660000000005615	-3402799292568117	0
171660000000010553	233871910300670302	0
171660000000010554	233871910300670302	0
171660000000000724	233871910300670302	0
171660000000003133	245017648167368889	0
171660000000010352	245017648167368889	0
171660000000001696	514298659423135666	0
171660000000013231	514298659423135666	0
171660000000012838	108360488453957599	0
171660000000012581	108360488453957599	0
171660000000002131	-131009956193470849	0
171660000000009770	-131009956193470849	0
171660000000016261	409433789444270934	0
171660000000016113	409433789444270934	0
171660000000003188	419571198889859745	0
171660000000004732	419571198889859745	0
171660000000010605	162460245629411644	0
171660000000010729	162460245629411644	0
171660000000010730	162460245629411644	0
171660000000010531	162460245629411644	0
171660000000014580	-366237652956226699	0
171660000000015224	-366237652956226699	0
171660000000000396	213277434516809664	0
171660000000001350	-351440484956073163	0
171660000000007343	-351440484956073163	0
171660000000001276	-130484600789162529	0
171660000000009648	-130484600789162529	0
171660000000003159	121723941554206906	0
171660000000008009	121723941554206906	0
171660000000001390	-92174650160241153	0
171660000000007472	-92174650160241153	0
171660000000013990	406856201565962439	0
171660000000006914	406856201565962439	0
171660000000000338	452760350550500978	0
171660000000011530	222187115777373858	0
171660000000000498	392821807955357551	0
171660000000013734	-241480342265256967	0
171660000000013884	-241480342265256967	0
171660000000010867	-80018946097475349	0
171660000000004555	-80018946097475349	0
171660000000006184	244100518154577942	0
171660000000008711	244100518154577942	0
171660000000006131	-103789535481113086	0
171660000000009163	-103789535481113086	0
171660000000000625	-252063378566643028	0
171660000000014153	239059448486822614	0
171660000000013817	239059448486822614	0
171660000000004114	546749339490187351	0
171660000000009404	546749339490187351	0
171660000000013660	557188135087938407	0
171660000000013040	-463356839146214188	0
171660000000012561	-463356839146214188	0
171660000000011375	315825463658058892	0
171660000000004258	315825463658058892	0
171660000000016232	341064738592215459	0
171660000000014148	341064738592215459	0
171660000000014280	553552814487728763	0
171660000000013215	-149955571538255153	0
171660000000010281	343749522169941200	0
171660000000001772	343749522169941200	0
171660000000014367	573762335532747308	0
171660000000010537	300971300659928882	0
171660000000006666	-304285042261281955	0
171660000000000183	-304285042261281955	0
171660000000011601	151467868610442470	0
171660000000011111	151467868610442470	0
171660000000011677	403348346677889143	0
171660000000005722	403348346677889143	0
171660000000001336	437704905493716220	0
171660000000002302	559117876615567920	0
171660000000007279	559117876615567920	0
171660000000011146	43282992893137388	0
171660000000005602	378194210123935783	0
171660000000007615	378194210123935783	0
171660000000009460	128084530424391325	0
171660000000004362	296586333836624564	0
171660000000000704	570716510554790651	1
171660000000009172	570716510554790651	0
171660000000009831	570716510554790651	0
171660000000005397	434592918403414402	0
171660000000009656	434592918403414402	0
171660000000014477	-130142272820066274	0
171660000000014332	-130142272820066274	0
171660000000016000	-29689886475144407	0
171660000000016163	-29689886475144407	0
171660000000005961	160860254335802532	0
171660000000007679	160860254335802532	0
